Country,Age,Count,Education level,Gender,Industry,Org,Org size,Role group,Role group Avg,Role,Problems,Prob_RoleGroup [%],Prob_RoleGroup Avg [%],Hope,Hope_RoleGroup [%],,,,,,
United States,18-25,1,Bachelor's degree,Male,Media,Commercial (for-profit) entity,"3,001-5,000",Operations,Others avg.,System Administrator,A reduction in job opportunities caused by automation,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
Australia,42-57,1,Master's degree,Male,Retail,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,18-25,1,Some college,Male,Food & Beverage,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in vendor-specific data science products,0.2976,,,,,,
Mexico,58-67,1,Master's degree,Male,Professional Services,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,,,,,,,,,,,
Australia,26-41,1,Some college,Male,Electronics,Commercial (for-profit) entity,"1,001-3,000",Scientists,Others avg.,Research Scientist,Lack of diversity and inclusion in the profession,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
United States,26-41,1,Doctoral degree,Female,Entertainment,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in vendor-specific data science products,0.3448,,,,,,
United States,26-41,1,Bachelor's degree,Male,Engineering,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Social impacts from bias in data and models,0.2,0.2,Further innovation in vendor-specific data science products,0.1678,,,,,,
United States,26-41,1,Bachelor's degree,Female,Not For Profit,Not-for-profit organization,"1,001-3,000",Operations,Others avg.,System Administrator,Social impacts from bias in data and models,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
Argentina,26-41,1,Bachelor's degree,Female,Finance,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in vendor-specific data science products,0.3448,,,,,,
United States,58-67,1,Master's degree,Male,Telecommunications,Commercial (for-profit) entity,"5,001-10,000",Data science,Data science,Data Scientist,Advanced information warfare,0.2,0.2,Further innovation in vendor-specific data science products,0.1678,,,,,,
United States,26-41,1,Some college,Male,Electronics,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Engineer,Advanced information warfare,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
Australia,26-41,1,Bachelor's degree,Male,Automotive,Not-for-profit organization,"1,001-3,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,26-41,1,Master's degree,Male,Media,Commercial (for-profit) entity,"201-1,000",Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
United States,18-25,1,Bachelor's degree,Female,,,,Education,Others avg.,Student,A reduction in job opportunities caused by automation,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
Taiwan,42-57,1,Doctoral degree,Male,Education,Commercial (for-profit) entity,1-200,Scientists,Others avg.,Research Scientist,Impacts to individual privacy,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
United States,26-41,1,Some college,Female,Retail,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Product Manager,Lack of diversity and inclusion in the profession,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,26-41,1,Bachelor's degree,Female,Technology,Not-for-profit organization,"1,001-3,000",Operations,Others avg.,Cloud Engineer,Advanced information warfare,0.6,0.03877471888,More specialized data science hardware,0.5882,,,,,,
Vanuatu,26-41,1,Master's degree,Male,Manufacturing,Government agency,"201-1,000",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,Further innovation in vendor-specific data science products,0.1678,,,,,,
United States,42-57,1,Master's degree,Female,Consulting,Not-for-profit organization,"3,001-5,000",Business professional,Others avg.,Business Analyst,Impacts to individual privacy,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,26-41,1,Master's degree,Male,Automotive,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
United States,26-41,1,Master's degree,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Advanced information warfare,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
United States,26-41,1,Master's degree,Female,Technology,Government agency,"201-1,000",Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,Further innovation in vendor-specific data science products,0.4098,,,,,,
United States,42-57,1,Master's degree,Male,Professional Services,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,26-41,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Product Manager,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
United States,18-25,1,Some college,Male,,,,Education,Others avg.,Student,Advanced information warfare,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
United States,26-41,1,Master's degree,Female,Food & Beverage,Commercial (for-profit) entity,"201-1,000",Other,Others avg.,Developer,Impacts to individual privacy,0.3,0.03877471888,Further innovation in vendor-specific data science products,0.3448,,,,,,
Angola,26-41,1,Bachelor's degree,Male,Media,Commercial (for-profit) entity,1-200,Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
Argentina,26-41,1,Bachelor's degree,Male,Telecommunications,Commercial (for-profit) entity,"1,001-3,000",Other,Others avg.,Developer,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in the open-source data science community,0.3448,,,,,,
United States,26-41,1,Some college,Male,Engineering,Commercial (for-profit) entity,"201-1,000",Data science,Data science,ML Engineer,Social impacts from bias in data and models,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Some college,Male,Automotive,Commercial (for-profit) entity,1-200,Data science,Data science,Data Engineer,Advanced information warfare,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Armenia,42-57,1,Bachelor's degree,Female,Defense,Commercial (for-profit) entity,"3,001-5,000",Scientists,Others avg.,Research Scientist,Impacts to individual privacy,0.4,0.03877471888,Further innovation in vendor-specific data science products,0.4098,,,,,,
United States,26-41,1,Bachelor's degree,Female,,Educational institution,,Operations,Others avg.,Cloud Security Manager,Social impacts from bias in data and models,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
United States,42-57,1,Master's degree,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Impacts to individual privacy,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
United States,18-25,1,Some college,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,A reduction in job opportunities caused by automation,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
United States,26-41,1,Some college,Male,,Educational institution,,Operations,Others avg.,System Administrator,Impacts to individual privacy,0.6,0.03877471888,Further innovation in vendor-specific data science products,0.5882,,,,,,
India,26-41,1,Bachelor's degree,Male,,Commercial (for-profit) entity,,Operations,Others avg.,System Administrator,,,,,,,,,,,
United States,26-41,1,Doctoral degree,Male,Research & Development,Commercial (for-profit) entity,"201-1,000",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
Antigua & Deps,26-41,1,Master's degree,Female,Engineering,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Business Analyst,A reduction in job opportunities caused by automation,0.3,0.03877471888,More specialized data science hardware,0.2976,,,,,,
United States,26-41,1,Master's degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Lack of diversity and inclusion in the profession,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
Korea South,42-57,1,Master's degree,Male,Automotive,Commercial (for-profit) entity,"10,001",Scientists,Others avg.,Research Scientist,Social impacts from bias in data and models,0.4,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.4098,,,,,,
United States,26-41,1,Master's degree,Male,Electronics,Commercial (for-profit) entity,1-200,Operations,Others avg.,DevOps,Social impacts from bias in data and models,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
United States,26-41,1,Some college,Male,Technology,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Product Manager,Advanced information warfare,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,42-57,1,Master's degree,Male,Electronics,Commercial (for-profit) entity,"1,001-3,000",Business professional,Others avg.,Product Manager,Impacts to individual privacy,0.3,0.03877471888,Further innovation in vendor-specific data science products,0.2976,,,,,,
United States,18-25,1,Some college,Female,,,,Education,Others avg.,Student,Impacts to individual privacy,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
